35900000,2760000,0,0,Fjölbýli,2019,56.5,2,1,1,1,Sameiginlegur,Já,Já,9. janúar 2020,9. janúar 2020,Bjarkarholt 20,270,Mosfellsbæ,/fasteignir/fasteign/895734/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=54,895734,bc70a535-0688-4ddf-8663-8e820ae72965
59500000,4460000,0,0,Fjölbýli,2019,113.5,3,2,1,1,Sameiginlegur,Já,Já,9. janúar 2020,9. janúar 2020,Bjarkarholt 16,270,Mosfellsbæ,/fasteignir/fasteign/895732/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=56,895732,42abba62-d08d-4420-a404-e04510fdf13c
59500000,4400000,0,0,Fjölbýli,2019,111.5,3,2,1,1,Sameiginlegur,Já,Já,9. janúar 2020,9. janúar 2020,Bjarkarholt 14,270,Mosfellsbæ,/fasteignir/fasteign/895731/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=57,895731,c8fc0a1a-745d-4d06-b49c-86b6ac8c1b8f
63900000,51400000,41050000,0,Fjölbýli,2006,109.9,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já,9. janúar 2020,9. janúar 2020,Strikið 10,210,Garðabæ,/fasteignir/fasteign/895730/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=58,895730,fbf6b085-19b9-4a97-bfc6-30fec534f821
37900000,2870000,0,0,Fjölbýli,2019,59.9,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Bjarkarholt 20,270,Mosfellsbæ,/fasteignir/fasteign/895729/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=59,895729,6386e55f-348b-4223-a6e6-a2c233f1a87d
64900000,4610000,0,0,Fjölbýli,2019,121.4,4,3,1,1,Sameiginlegur,Já,Já,9. janúar 2020,9. janúar 2020,Bjarkarholt 8,270,Mosfellsbæ,/fasteignir/fasteign/895728/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=60,895728,6f4a3ad0-5f5d-4373-b713-e604d5010b4d
52900000,42750000,33160000,0,Fjölbýli,1996,84.3,3,1,2,1,Sameiginlegur,Nei / Ekki vitað,Já,9. janúar 2020,9. janúar 2020,Kirkjusandur 5,105,Reykjavík,/fasteignir/fasteign/895727/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=61,895727,50482427-4472-490d-b0a6-5a5ce5d60ef1
49900000,44300000,30350000,0,Fjölbýli,1960,104.4,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Sólheimar 27,104,Reykjavík,/fasteignir/fasteign/895725/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=62,895725,62322394-dbdf-463b-a6a0-4f67af5f4566
51900000,47450000,42900000,0,Fjölbýli,2014,96.7,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Já,9. janúar 2020,9. janúar 2020,Ástún 6,200,Kópavogi,/fasteignir/fasteign/895722/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=63,895722,15ae9c11-7344-4146-80a8-4ee329fcdb6b
54900000,51250000,48050000,0,Fjölbýli,1990,159.9,6,5,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað,9. janúar 2020,9. janúar 2020,Þverholt 9,270,Mosfellsbæ,/fasteignir/fasteign/895719/?q=608ec84b95cae76e291ad04ac0f31b40&item_num=64,895719,957d7715-da76-4bf3-8517-d39bf6272aad
